"YieldM","Yieldsd","Id","PLANTED","HARVESTED","POPULATION","PC","ROWWIDTH","Soil","TILLAGE","HERBICIDE","FUNGICIDE","INSECTICIDE","Latitude","Longitude","Family","State","pYear"
69.89,5.78,"31779",2015-05-03,2015-10-01,150000," Corn",30," Silty Clay Loam"," No-Till"," Liberty, 2,4-D, Prowl, Authority"," Priaxor"," None",40.9940223018812,-90.9683418273926,"Soybean"," IA",2015
73.92,3.48,"31780",2015-05-03,2015-10-01,150000,NA,NA," Silty Clay Loam",NA," 2,4-D, Authority, Prowl H20, Roundup",NA," None",41.0006298486854,-90.9698867797852,"Soybean"," IA",2015
72.92,1.16,"31572",2015-05-12,2015-10-02,140000," Soybeans",30," Silty Clay Loam"," No-Till"," Roundup"," Headline AMP"," Asana XL",41.3402159437077,-90.4521560668945,"Soybean"," IL",2015
87.6,2.7,"32134",2015-04-27,2015-09-14,130000," Corn",15," Clay Loam"," Chisel / Field Cultivation"," Roundup"," Priaxor"," Tombstone",38.2800329383376,-87.6212882995605,"Soybean"," IN",2015
69.77,2.86,"31773",2015-05-19,2015-10-01,160000," Corn",20," Loam"," Field Cultivation"," Roundup"," Headline"," None",40.6072411210975,-87.0131778717041,"Soybean"," IN",2015
66.09,2.98,"31748",2015-05-22,2015-10-06,138500,NA,NA," Silt Loam",NA," 32 oz. Abundt Pre, 32 oz. Roundup",NA," None",42.1347995103076,-91.5968370437622,"Soybean"," IA",2015
77.9,3.48,"42212",2015-05-19,2015-10-06,140000," Corn",30," Silt Loam"," Conv.-Till"," 28oz Liberty"," Equation"," Province",41.3469961976953,-90.3489522271189,"Soybean"," IL",2015
93,7.73,"32011",2015-05-21,2015-10-13,140000," Corn",30," Sandy Loam"," Strip-Till"," Liberty"," Stratego YLD"," None",40.1096537191876,-90.1587867736816,"Soybean"," IL",2015
87.89,5.53,"31449",2015-04-30,2015-10-06,145000," Corn",30," Silty Clay Loam",NA,NA,NA,NA,41.5538752220904,-90.0538158416748,"Soybean"," IL",2015
88,0,"42202",2015-05-22,2015-09-28,125000," Corn",20," Silty Clay"," Chisel / Field Cultivation"," Authority XL, Liberty"," Priaxor"," Warrior",38.2829300670391,-87.540864944458,"Soybean"," IN",2015
61,7.92,"31900",2015-05-07,2015-09-18,150000,NA,NA," Silt Loam",NA," 32 oz  1st pass Liberty, 32 oz",NA," None",38.8422480135733,-88.379602432251,"Soybean"," IL",2015
55.69,1.93,"31908",2015-06-05,2015-10-14,140000," Corn",30," Silty Clay Loam"," Field Cultivation"," Sencor, Flexstar, Durango"," Tebuconizole"," None",39.378496980024,-89.512095451355,"Soybean"," IL",2015
70.25,3.33,"42672",2015-05-21,2015-10-14,145000," Corn",30," Silty Clay Loam"," Strip-Till"," Optill"," Priaxor"," 3.8oz Endigo",40.8814629006681,-89.2797088623047,"Soybean"," IL",2015
72.62,2.9,"42589",2015-05-21,2015-10-14,145000," Corn",30," Silty Clay Loam"," Strip-Till"," Optill"," Priaxor"," 3.8oz Endigo",40.8813980070345,-89.2779922485352,"Soybean"," IL",2015
107.92,4.07,"30706",2014-10-02,2014-07-02,1450000," Soybeans",7.5," Silty Clay Loam"," No-Till"," 8 oz. 2,4-D, 6/10 oz. Harmony Extra SG"," 13 oz. Caramba"," 1 1/4 oz. Tombstone",39.267414083708,-85.7742977142334,"Wheat"," IN",2014
224.31,6.66,"43345",201-04-27,201-10-27,34000," Soybeans",30," Silt Loam"," Field Cultivation"," Roundup"," Headline AMP",NA,41.8193676939757,-94.339771270752,"Corn"," IA",201
261,10.49,"43084",2016-04-18,2016-10-20,35800," Corn",30," Silty Clay Loam"," Chisel"," Roundup"," Headline AMP",NA,41.3540372300785,-90.2275371551514,"Corn"," IL",2016
242.31,23.33,"43314",2016-04-23,2016-10-01,36000," Soybeans",30," Clay Loam"," Disc"," Roundup Original Max"," Headline",NA,41.4403457464514,-88.1942081451416,"Corn"," IL",2016
269.15,4.79,"43759",2016-05-04,2016-10-17,34000," Soybeans",30," Silt Loam"," Field Cultivation"," TripleFLEX"," Stratego",NA,42.2703227360457,-89.8398399353027,"Corn"," IL",2016
245.46,7.61,"43293",2016-04-18,2016-09-27,36000," Corn",30," Loam"," Conv.-Till"," Roundup"," Headline AMP",NA,41.2652120993449,-90.0314647814636,"Corn"," IL",2016
217.23,9.83,"43437",2016-05-20,2016-11-01,35000," Soybeans",30," Clay Loam"," Field Cultivation"," Halex GT"," Headline",NA,40.8348204260587,-85.0631904602051,"Corn"," IN",2016
244.15,9.03,"44209",2016-04-20,2016-10-01,33500," Corn",30," Silt Loam"," Field Cultivation"," Roundup, Harness"," Stratego YLD",NA,42.595017485474,-94.0002679824829,"Corn"," IA",2016
117.12,105.97,"43564",2016-05-16,2016-10-18,36000," Corn",30," Sandy Loam"," Disc / No-Till"," SureStart, Impact"," V5 Headline",NA,41.1490598724372,-87.7223110198975,"Corn"," IL",2016
209.62,17.85,"43141",2016-04-19,2016-09-16,34500," Soybeans",30," Clay Loam"," Field Cultivation / Disk-Rip"," Acuron"," Fortix",NA,41.1578204322518,-85.4894822025595,"Corn"," IN",2016
228.62,4.87,"43129",201-04-21,201-10-13,34500,NA,NA," Clay Loam",NA," 1.5 lb. Atrazine, 3 oz. Corvus, 1 qt.",NA,NA,42.0393571377409,-90.6939625740051,"Corn"," IA",201
256.46,7.56,"43070",2016-04-16,2016-10-01,34000," Soybeans",20," Silt Loam"," Field Cultivation"," 6 oz Cadet, Status"," 12 oz Headline AMP",NA,42.0777121769499,-93.471851348877,"Corn"," IA",2016
255.77,8.27,"43418",2016-05-06,2016-10-01,34500," Soybeans",30," Silty Clay Loam"," Field Cultivation"," None"," Headline AMP",NA,41.3034173753703,-92.9349482059479,"Corn"," IA",2016
273.85,5.86,"43082",2016-04-18,2016-09-26,36000," Soybeans",30," Silt Loam"," No-Till"," Roundup"," Headline AMP",NA,41.1941450819318,-90.3607096361031,"Corn"," IL",2016
288.46,9.9,"43085",2016-04-14,2016-09-14,36400," Corn",30," Silty Clay Loam"," Chisel"," Roundup"," Headline AMP",NA,41.2239238608372,-90.4429721832275,"Corn"," IL",2016
249.5,11.02,"43209",201-04-17,201-10-24,34000," Soybeans",30," Loam"," Field Cultivation"," Corvus"," Headline AMP",NA,42.1508291576414,-92.8247630596161,"Corn"," IA",201
275.23,8.71,"43341",2016-05-08,2016-11-01,37500," Soybeans",30," Silt Loam"," Chisel"," Atrazine"," Headline AMP",NA,42.2217801598505,-89.6314430236816,"Corn"," IL",2016
242.23,7.41,"43348",2016-04-28,2016-10-31,34000," Corn",30," Silt Loam"," Field Cultivation"," Acuron"," Headline AMP",NA,41.4136380890398,-95.5326461791992,"Corn"," IA",2016
258.5,2.35,"43369",2016-04-20,NA,33000,NA,NA,NA,NA,NA,NA,NA,40.8264751994178,-88.5837936401367,"Corn"," IL",2016
227.92,10.76,"43054",201-04-14,201-10-24,36000," Soybeans",30," Loam"," No-Till"," Bicep II Magnum, Halex GT, Atrazine"," Quilt",NA,42.2014132492482,-93.1209433078766,"Corn"," IA",201
252.23,8.42,"43136",2016-04-18,2016-09-23,33600," Soybeans",30," Loam"," Chisel / Field Cultivation"," Degree Xtra, Halex GT"," Headline",NA,40.2779050148995,-87.576516866684,"Corn"," IL",2016
249.82,8.84,"43685",2016-04-24,2016-09-22,35000," Soybeans",30," Silt Loam"," Chisel"," Verdict, Aatrex"," Headline AMP",NA,39.8936012249772,-88.6649284553617,"Corn"," IL",2016
181,4.63,"43716",2016-05-20,2016-10-25,35000,NA,NA," Clay Loam",NA," 2.1 qt. Brawl II ATZ, 22 oz Roundup",NA,NA,40.9219279068212,-84.9085450172424,"Corn"," IN",2016
271.92,10.52,"43098",2016-04-17,2016-09-17,36000," Soybeans",30," Silt Loam"," Field Cultivation"," Halex GT"," Headline AMP",NA,40.9146800848504,-90.6766891479492,"Corn"," IL",2016
257.45,11.46,"43058",2016-04-15,2016-09-20,34300,NA,NA," Silt Loam",NA," 2.3 qt . Harness Xtra, 16 oz. Generic",NA,NA,41.381509998673,-91.7672538757324,"Corn"," IA",2016
206.83,9.69,"43746",2016-05-07,2016-10-18,34000,NA,NA," Clay Loam",NA," 2 oz Callisto, 48 oz Keystone, 32 oz",NA,NA,40.6374041869026,-87.6935577392578,"Corn"," IL",2016
240,4.49,"43471",2016-05-07,2016-10-01,35000,NA,NA," Loamy Sand",NA," 2 qt. Harness Xtra, 36 oz. Roundup",NA,NA,42.5201301859413,-91.9540214538574,"Corn"," IA",2016
245.62,7.72,"43395",201-04-17,201-10-11,34000," Soybeans",30," Loam"," Field Cultivation"," Bicep II Magnum, Halex GT"," Fortix",NA,42.0075961437484,-93.0777168273926,"Corn"," IA",201
218.27,5.73,"43351",2016-05-06,2016-10-21,35500,NA,NA," Silt Loam",NA," 32oz Break Free, 40oz Roundup",NA,NA,41.2616786114179,-88.8351058959961,"Corn"," IL",2016
254.77,5.21,"44285",2016-04-30,2016-10-21,35000," Corn",30," Silty Clay Loam"," Conv.-Till"," Sonic"," Headline AMP",NA,43.0119571211604,-96.4497633226519,"Corn"," IA",2016
235.42,29.95,"43096",2016-04-18,2016-10-01,35300,NA,NA," Silt Loam",NA," 3 pint Keystone, 3 oz Laudis, 1/2 pound",NA,NA,41.3247480896413,-91.9641494750977,"Corn"," IA",2016
208.46,5.68,"43193",2016-04-19,2016-09-19,32300,NA,NA," Clay Loam",NA," 3oz Capreno, 32oz Aatrex 4L, 32oz",NA,NA,39.1471027077007,-88.7485456466675,"Corn"," IL",2016
240.38,8.03,"43889",2016-04-26,2016-11-02,37500," Corn",30," Loam"," Zone-Till / Strip-Till"," 5 oz. Corvus"," Headline AMP",NA,42.7452472956067,-93.3617305755615,"Corn"," IA",2016
241.92,9.83,"43992",201-04-18,201-09-21,35000," Soybeans",30," Silt Loam"," Field Cultivation"," Roundup Original Max"," Headline AMP",NA,41.2519999855664,-87.7501201629639,"Corn"," IL",201
248.69,8.3,"43210",201-04-17,201-10-01,35700," Corn",30," Loam"," Chisel / Ridge-Till / Vertical-Till / Bedder-","   Harness,",NA,NA,42.085181345159,-93.0007803440094,"Corn"," IA",201
247.33,6.47,"44556",2016-04-25,2016-10-01,33000,NA,NA," Silty Clay Loam",NA," 2 pt. Break Free, 1 qt. Aatrex 4L, .75 oz.",NA,NA,41.704975585396,-95.1901173591614,"Corn"," IA",2016
220.54,6.1,"43522",201-05-08,201-10-24,34000," Corn",30," Silt Loam"," Field Cultivation"," Roundup"," Nimble",NA,42.0223906910206,-92.5108909606934,"Corn"," IA",201
238,12.11,"43063",2016-04-15,2016-10-17,34000," Soybeans",30," Loam"," Strip-Till"," Balance Flexx, Callisto"," Headline AMP",NA,42.3843128133935,-95.3848091543953,"Corn"," IA",2016
190.69,9.81,"43274",2016-04-16,2016-10-22,30000,NA,NA," Silty Clay Loam",NA," 2.5qt Confidence Xtra, 32oz Atrazine,",NA,NA,41.0047106496483,-88.5632801055908,"Corn"," IL",2016
250.38,19.94,"43458",2016-04-23,2016-10-12,35000," Corn",30," Silty Clay Loam"," Conv.-Till"," Roundup"," Headline",NA,43.1859338843125,-95.5723089561259,"Corn"," IA",2016
260.82,10.25,"44371",201-05-18,201-10-11,35500," Corn",30," Silt Loam"," V-Rip / Field Cultivation"," Acuron, Halex GT"," Headline AMP",NA,41.933060978714,-89.9111652374268,"Corn"," IL",201
233.38,14.07,"43693",2016-04-15,2016-10-13,35000," Soybeans",30," Loam"," Field Cultivation"," Callisto, Atrazine"," Headline AMP",NA,43.2753462563671,-92.8007411956787,"Corn"," IA",2016
255.33,14.25,"43339",2016-04-23,2016-10-07,36000,NA,NA," Silt Loam",NA," 22 oz. Roundup PowerMAX, 2.5 pt.",NA,NA,40.5187498092285,-88.9019693514047,"Corn"," IL",2016
227.23,15.54,"43368",2016-05-10,2016-09-27,32000,NA,NA," Clay",NA," 4 oz Corvus, 1 qt Atrazine, 64 oz",NA,NA,41.4388658505945,-90.941219329834,"Corn"," IA",2016
267.55,10.4,"43232",2016-04-28,2016-10-13,36000," Corn",30," Silt Loam"," Field Cultivation"," Fomosafen, Corvus, Optill"," Headline",NA,41.6225004914826,-90.899076461792,"Corn"," IA",2016
214.77,7.5,"43318",201-05-08,201-10-25,35000," Corn",30," Silt Loam"," Chisel / Field Cultivation"," Acuron, Atrazine"," Quilt",NA,42.2892626293409,-90.4703736305237,"Corn"," IA",201
246.58,8.86,"43651",2016-04-24,2016-09-29,34000,NA,NA," Clay Loam",NA," 1.2 qt. Bicep II Magnum, 32 oz Roundup",NA,NA,40.6678791443511,-91.5398240089417,"Corn"," IA",2016
198.46,4.84,"43845",2016-05-30,2016-10-24,33000,NA,NA," Clay Loam",NA," 3.6 pt. Halex GT, 1 lb. Atrazine, 22 oz.",NA,NA,39.2447495854801,-85.423087436999,"Corn"," IN",2016
251.85,10.23,"43535",201-04-18,201-10-01,35000," Soybeans",30," Sandy Clay Loam"," Min.-Till"," 5 Oz Sonic, 32 Oz Roundup PowerMAX"," 4 Oz Priaxor",NA,41.6518156946794,-93.1073713302612,"Corn"," IA",201
226.54,9.02,"43200",2016-04-26,2016-10-26,32000," Soybeans",30," Clay Loam"," No-Till"," None"," Quilt Xcel",NA,39.9833114556371,-85.1193021965054,"Corn"," IN",2016
258.54,16.74,"43468",2016-05-20,2016-10-24,34000,NA,NA," Clay Loam",NA," 48 oz pre Roundup PowerMAX, 32 oz",NA,NA,40.8795485117299,-91.8297815322876,"Corn"," IA",2016
203.31,16.17,"43225",2016-04-26,2016-09-27,35000," Corn",30," Silt Loam"," Strip-Till"," 32 oz. Roundup"," 4 oz. Headline AMP",NA,42.0671359875001,-91.5007495880127,"Corn"," IA",2016
253.85,7.74,"43342",2016-05-08,2016-10-10,33500," Clover",30," Silt Loam"," Chisel / Field Cultivation"," Atrazine"," Headline",NA,42.1284024290253,-89.5678424835205,"Corn"," IL",2016
237.5,9.4,"44103",2016-04-14,2016-10-15,33500,NA,NA," Silty Clay Loam",NA," 75 lbs OTT w/ Pre 28% N, Verdict,",NA,NA,42.369325070677,-93.4436130523682,"Corn"," IA",2016
242.54,8.26,"43924",2016-05-07,2016-10-17,40000," Soybeans",20," Clay Loam"," Chisel / Field Cultivation"," Harness Xtra, Atrazine"," Quilt Xcel",NA,40.4628418880511,-87.8031527996063,"Corn"," IL",2016
12.71,12.09,"43748",2016-05-13,2016-10-27,36000," Soybeans",30," Silty Clay Loam"," Chisel / Field Cultivation"," 5.6 oz Corvus",NA,NA,40.8259556175038,-87.6346778869629,"Corn"," IL",2016
267.23,8.45,"43166",2016-04-19,2016-10-19,35500," Soybeans",30," Silty Clay Loam"," Chisel"," Volley ATZ, Impact, Atrazine"," Headline AMP",NA,40.8124102504898,-88.903034873903,"Corn"," IL",2016
261.85,7.87,"43479",2016-04-24,2016-10-01,36000," Corn",30," Loam"," Chisel"," Harness Xtra"," Stratego YLD",NA,42.6577599382844,-91.7265701293945,"Corn"," IA",2016
260,4.24,"44084",2016-04-17,2016-10-01,35500," Soybeans",30," Loam"," Chisel"," Harness Xtra, Roundup PowerMAX"," Stratego YLD",NA,42.6663438180875,-91.7433071136475,"Corn"," IA",2016
269.08,13.51,"43476",2016-04-24,2016-10-01,36000," Corn",30," Loam"," Chisel"," Harness Xtra, Roundup PowerMAX"," 6 oz Stratego YLD",NA,42.6585805074341,-91.7274284362793,"Corn"," IA",2016
47555.17,62728.73,"43537",2016-04-22,2016-10-01,34000," Soybeans",30," Sandy Loam"," Disc"," 2 Qt Bicep II Magnum, 3.6 Pt Halex GT"," Fortix",NA,41.7472381427977,-92.425811290741,"Corn"," IA",2016
249,4.38,"43530",2016-05-13,2016-10-05,34000," Soybeans",30," Silty Clay Loam"," Field Cultivation / Disk-Rip"," Bicep II Magnum, Roundup"," Headline AMP",NA,41.0006298486854,-90.9704875946045,"Corn"," IA",2016
267.31,10.43,"43350",2016-04-17,2016-09-25,32900,NA,NA," Silt Loam",NA," 48 oz. Acuron, 32 oz. Roundup",NA,NA,41.0178581782998,-88.9048862457275,"Corn"," IL",2016
234.42,8.32,"43414",2016-05-05,2016-10-01,34500," Corn",30," Loam"," Moldboard / Field Cultivation / Disc /"," .6 oz Armezon, 1 pt Dual, 1 lb. Atrazine"," 10 oz Azoxyprop Xtra",NA,41.9676911121899,-93.6103391647339,"Corn"," IA",2016
227.08,10.84,"43777",2016-05-27,2016-10-07,34800," Corn",30," Clay Loam"," Chisel / Field Cultivation / Vertical-Till"," 3.6 PT Aatrex 4L, Halex GT"," Trivapro",NA,38.2331912199075,-87.4831008911133,"Corn"," IN",2016
248.15,7.74,"44289",2016-05-16,2016-10-24,37000," Corn",30," Clay Loam"," Chisel"," 1 lb. Atrazine, 5.8 oz. Corvus"," Headline",NA,43.1523031928741,-91.5388584136963,"Corn"," IA",2016
238.69,11.95,"43327",2016-04-17,2016-09-13,35000,NA,NA," Silt Loam",NA," 2.5 qt. Acuron, 32 oz. Roundup",NA,NA,39.8729733496704,-90.0503435095165,"Corn"," IL",2016
241.92,11.95,"44184",2016-05-07,2016-10-19,34000," Soybeans",30," Clay Loam"," Vertical-Till"," Acuron, Roundup, Impact"," Quadris",NA,43.388801257084,-95.4481780529022,"Corn"," IA",2016
217.33,2.52,"44252",2016-04-18,2016-10-18,35000," Soybeans",30," Silty Clay Loam"," N/A"," None",NA,NA,40.5348920429349,-88.1557239460286,"Corn"," IL",2016
266.23,8.72,"43853",2016-04-25,2016-10-10,35500," Corn",30," Loam"," Chisel / V-Rip"," Break Free, Resolve"," 6 oz. Headline AMP",NA,42.8265685041643,-92.1220779418945,"Corn"," IA",2016
235.85,6.18,"44182",2016-04-18,2016-10-14,34000," Soybeans",30," Silt Loam"," Field Cultivation"," Halex GT"," Trivapro",NA,42.3547383629011,-92.3343372344971,"Corn"," IA",2016
1431.33,2169.74,"44892",2016-05-07,2016-10-24,34000," Soybeans",30," Sandy Clay Loam"," Field Cultivation / Disc"," Balance Flexx, Laudis, Atrazine"," 2oz Stratego YLD",NA,43.0288472089904,-95.1592075824738,"Corn"," IA",2016
247.92,6.06,"43373",2016-04-24,2016-10-01,36500," Soybeans",30," Silty Clay Loam"," Field Cultivation / Strip-Till"," Roundup"," Headline AMP",NA,43.4318551532715,-93.5832595825195,"Corn"," IA",2016
241.23,10.57,"43222",2016-04-18,2016-10-01,32000," Soybeans",30," Silty Clay Loam"," Field Cultivation"," Roundup"," Headline AMP",NA,42.2647333479518,-94.1818428039551,"Corn"," IA",2016
252,13.4,"44812",201-05-20,201-11-02,35000," Corn",30," Sandy Clay Loam"," Chisel"," Surpass 20G"," Quilt Xcel",NA,42.7276971625508,-94.904214527247,"Corn"," IA",201
250.54,11.97,"43474",2016-04-24,2016-10-01,36500," Corn",30," Clay Loam"," Chisel"," 2 oz. Status, 32 oz. Roundup PowerMAX"," 6 oz. Headline AMP",NA,42.3816260086772,-90.7697296142578,"Corn"," IA",2016
200.46,16.7,"43559",2016-05-20,2016-10-14,34000," Soybeans",30," Loam"," Chisel"," Roundup"," Headline AMP",NA,40.420175710042,-86.7421968747733,"Corn"," IN",2016
233.15,9.69,"43543",201-04-16,201-09-26,34400," Corn",30," Silt Loam"," Disk-Rip"," 2 Qt Acetachlor, 3.6 Pt. Halex GT"," 10 Oz Headline AMP",NA,41.86342467181,-92.4943256378174,"Corn"," IA",201
236.46,8.03,"43191",2016-04-26,2016-10-01,34500," Soybeans",30," Sandy Loam"," Field Cultivation"," Corvus"," Headline AMP",NA,41.9140782410281,-93.3096957206726,"Corn"," IA",2016
269.77,3.79,"43100",2016-04-20,2016-10-07,36000," Soybeans",30," Loam"," Chisel"," Roundup"," Headline AMP",NA,40.6062385753511,-87.0158898150622,"Corn"," IN",2016
211,3,"44035",2016-04-18,2016-09-21,33000," Soybeans",30," Silty Clay Loam"," Chisel / Field Cultivation / Vertical-Till"," Halex GT",NA,NA,38.2418878641951,-87.6918411254883,"Corn"," IN",2016
255.38,7.14,"43355",2016-04-18,2016-09-26,32000,NA,NA," Silty Clay Loam",NA," .8 oz. Armezon, 1 qt. Atrazine, 2.3 qt.",NA,NA,41.1728395929547,-88.6249923706055,"Corn"," IL",2016
244.08,3.84,"43337",2016-04-25,2016-10-10,35000," Soybeans",30," Silt Loam"," Conv.-Till"," 32oz Roundup, 1.75qt Acuron"," 10.5oz Quilt Xcel",NA,40.718107667436,-88.8568410038085,"Corn"," IL",2016
225.77,13.05,"43393",2016-05-06,2016-10-02,35000," Corn",30," Loam"," Chisel / V-Rip / Field Cultivation"," 2 qt Bicep II Magnum, 3 oz Callisto"," 10.5 oz Quilt Xcel",NA,41.8578632724703,-90.439453125,"Corn"," IA",2016
258.69,11.23,"43060",2016-04-15,2016-10-01,34000," Soybeans",30," Clay Loam"," Field Cultivation"," Harness Xtra, Callisto"," Quilt Xcel",NA,42.7064282026534,-94.8738785123469,"Corn"," IA",2016
242.62,8.35,"43251",2016-04-18,2016-10-07,35500,NA,NA," Clay Loam",NA," 24 oz Atrazine, 41 oz Keystone, 40 oz",NA,NA,40.8569934914807,-91.3272857666016,"Corn"," IA",2016
262.85,4.34,"43659",2016-04-18,2016-09-29,34000," Corn",30," Silt Loam"," Strip-Till"," 48 fl oz Acuron"," Full Trivapro",NA,41.782321031909,-90.1457405090332,"Corn"," IL",2016
235.67,8.71,"44718",2016-04-15,2016-11-01,35000," Soybeans",30," Silty Clay Loam"," Conv.-Till"," Halex GT"," Headline",NA,43.1424546982634,-95.505358537717,"Corn"," IA",2016
18.25,8.5,"43966",2016-04-14,2016-09-12,34500," Soybeans",29," Sandy Loam"," Conv.-Till"," Armazon, Atrazine, Roundup",NA,NA,41.0405589617337,-89.7186021842583,"Corn"," IL",2016
11.67,2.89,"43967",2016-04-14,2016-09-12,34500," Soybeans",30," Silt Loam"," Conv.-Till"," Armazon, Atrazine, Roundup",NA,NA,41.0434857738594,-89.7179779856479,"Corn"," IL",2016
266.23,5.43,"43284",2016-04-26,2016-09-23,34000," Soybeans",30," Silty Clay Loam"," Field Cultivation"," Lexar, Roundup"," Azoxyprop Xtra",NA,41.1799731158404,-89.6772629934959,"Corn"," IL",2016
254.69,14.4,"43186",2016-04-26,2016-09-19,35000," Corn",30," Silty Clay Loam"," Chisel"," Roundup"," Headline AMP",NA,41.1478965126027,-90.662784576416,"Corn"," IL",2016
167.33,9.04,"43756",2016-05-25,2016-10-18,32500,NA,NA," Silt Loam",NA," 1 quart Roundup, 1 pint 2,4-D, 3.3",NA,NA,38.7434232096402,-86.484546661377,"Corn"," IN",2016
253.85,16.11,"43145",2016-04-21,2016-10-13,35500," Soybeans",30," Silty Clay Loam"," Field Cultivation"," Atrazine"," Headline AMP",NA,41.6434458644642,-89.2515134811401,"Corn"," IL",2016
249.77,8.59,"43117",2016-04-18,2016-10-01,37000," Corn",30," Loamy Sand"," Conv.-Till"," Lexar"," Stratego YLD",NA,41.1855013572571,-86.1156463623047,"Corn"," IN",2016
271.5,12.36,"43352",2016-04-19,2016-10-21,34000,NA,NA," Silty Clay Loam",NA," 10 oz. Verdict, 32 oz. Roundup",NA,NA,41.158979908,-88.796911239624,"Corn"," IL",2016
249.58,4.83,"43250",2016-04-15,2016-09-17,35000,NA,NA," Clay Loam",NA," 3qt. Volley, 5oz Callisto, 32 oz Roundup",NA,NA,40.9432127747279,-91.3156986236572,"Corn"," IA",2016
266.15,6.85,"44183",2016-04-17,2016-10-13,34700," Corn",30," Clay Loam"," Chisel / Field Cultivation"," Lexar, Touchdown"," Quilt Xcel",NA,43.291872764641,-92.5732576847076,"Corn"," IA",2016
247.75,11.64,"43147",201-04-17,201-09-10,37000,NA,NA," Silty Clay Loam",NA," Generic Glyphosate, Aatrex 4L, Status,",NA,NA,38.2754511965053,-87.5782871246338,"Corn"," IN",201
227.08,8.87,"43370",2016-04-25,2016-09-27,34000,NA,NA," Silt Loam",NA," 32 oz. SureStart, 34 oz. Roundup",NA,NA,41.0284131617578,-88.2093143463135,"Corn"," IL",2016
196.92,5.25,"43205",2016-04-17,2016-10-24,33000,NA,NA," Clay Loam",NA," 1.5 oz Harness Xtra, .5 oz Impact, 1lb",NA,NA,40.361195540839,-90.4488945007324,"Corn"," IL",2016
235.09,15.98,"43536",201-04-23,201-10-13,34500," Soybeans",30," Sandy Clay Loam"," No-Till"," 3.6 Pt. Halex GT, 2 Qt Bicep II Magnum"," 10 Oz Headline AMP",NA,41.8491046861039,-92.4318408966064,"Corn"," IA",201
265.15,4.63,"43163",2016-04-25,2016-10-01,36000," Soybeans",30," Silt Loam"," Field Cultivation"," Roundup"," Headline AMP",NA,41.3458745148265,-90.3371438798479,"Corn"," IL",2016
231.82,9.57,"43061",201-04-14,201-10-01,34000," Soybeans",30," Clay Loam"," Field Cultivation"," Atrazine, Callisto"," Headline",NA,42.4754327871617,-95.9216603093713,"Corn"," IA",201
240.15,5.24,"44074",2016-05-01,2016-10-01,35000," Corn",30," Clay Loam"," Chisel"," Harness Xtra, Impact"," Headline AMP",NA,42.3167336087402,-90.975980758667,"Corn"," IA",2016
256.08,7.24,"43960",2016-04-15,2016-10-01,35000," Soybeans",30," Silty Clay Loam"," Field Cultivation / Disk-Rip"," Bicep II Magnum, Halex GT"," Trivapro",NA,38.2510552930201,-87.4971771240234,"Corn"," IN",2016
64.67,2.52,"43467",2016-04-18,2016-09-20,140000," Corn",15," Sand"," Vertical-Till"," 32oz/acre Liberty, 12oz/acre Intensity",NA,NA,38.5208198129031,-87.183892661923,"Soybean"," IN",2016
77,1,"44059",2016-06-02,2016-10-06,140000," Corn",15," Silty Clay Loam"," No-Till / Vertical-Till"," Canopy, Liberty"," Priaxor",NA,38.1691141355608,-87.6858329772949,"Soybean"," IN",2016
73.77,2.28,"43384",2016-05-06,2016-10-01,130000," Corn",30," Silty Clay"," No-Till"," Roundup"," Headline AMP",NA,41.8320315860405,-94.5631885528564,"Soybean"," IA",2016
68.8,5.76,"43692",2016-05-03,2016-10-14,145000,NA,NA," Loam",NA," 32 oz Liberty, 4 oz Fusilade DX, 3 pint",NA,NA,43.2840786854412,-92.970085144043,"Soybean"," IA",2016
68.77,4.17,"43669",2016-05-18,2016-10-05,140000," Corn",30," Silt Loam"," Conv.-Till"," 32 oz. Boundary, 58 oz. Flexstar GT 3.5"," 4 oz. Stratego YLD",NA,40.9957066414154,-88.8740730285645,"Soybean"," IL",2016
66.82,3.37,"43310",2016-05-07,2016-10-01,160000," Corn",30," Sandy Clay Loam"," Chisel / Field Cultivation"," Liberty, Sonic"," Headline AMP",NA,40.9122153200318,-87.7346706390381,"Soybean"," IL",2016
70,4,"43836",2016-05-20,2016-10-22,172000," Corn",19," Clay Loam",NA,NA,NA,NA,41.8170009313183,-95.2080345153809,"Soybean"," IA",2016
73.25,4.07,"43438",2016-05-20,2016-10-20,190000,NA,NA," Clay Loam",NA," Canopy, 2,4-D, Roundup PowerMAX,",NA,NA,40.8349178349538,-85.0613021850586,"Soybean"," IN",2016
71.77,3.19,"43426",2016-05-16,2016-10-20,140000,NA,NA," Silt Loam",NA," 5 oz pre Sonic, 32 oz pre Roundup",NA,NA,41.5404497834756,-91.3997268676758,"Soybean"," IA",2016
69.22,3.77,"43427",2016-05-17,2016-10-19,140000,NA,NA," Silt Loam",NA,NA,NA,NA,41.4973603610302,-91.4816951751709,"Soybean"," IA",2016
67.45,2.3,"43680",2016-05-26,2016-10-24,165000,NA,NA," Silty Clay Loam",NA,NA,NA,NA,40.8719228537747,-88.7213802337646,"Soybean"," IL",2016
63.44,4.07,"43849",2016-05-26,2016-10-18,175000," Soybeans",15," Sandy Clay Loam"," Conv.-Till"," None"," 5 oz Fortix",NA,37.459888409943,-89.394783773591,"Soybean"," IL",2016
